Response ID,What year were you born?,What is your gender?,Which of the following best describes your industry?,Which of the following best describes your industry? (Detailed),Which of the following best describes your current occupation?,Which of the following best describes your current occupation? (Detailed),How many people are currently employed by your organisation?,Do you manage people as part of your current occupation?,Which of the following best describes your household?,How long have you been in your current job?,Metro / Regional,"Thinking about your current job, how much of your time did you spend remote working last year?","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely last year?,"Thinking about your current job, how much of your time did you spend remote working in the last 3 months?","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely in the last 3 months?,"Imagine that COVID-19 is cured or eradicated. Going forward, how much of your time would you prefer to work remotely?",Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would encourage more remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would make changes to support remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - I would have more choice about whether I work remotely,"This question is about your productivity. Productivity means what you produce for each hour that you work. It includes the amount of work you achieve each hour, and the quality of your work each hour.  
Please compare your productivity when you work remotely to when you work at your employer痴 workplace.  
Roughly how productive are you, each hour, when you work remotely?","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Working","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Personal and family time","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","On a day when you do remote work, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you do remote work, how many hours would you spend doing the following activities? - Working","On a day when you do remote work, how many hours would you spend doing the following activities? - Personal and family time","On a day when you do remote work, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction
106,1959,Male,Financial and Insurance Services,Insurance and Superannuation Funds,Professionals,"Business, Human Resource and Marketing Professionals",Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Metro,70%,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,40%,80%,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,40%,40%,Somewhat agree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,1,8,4,3,0,9,4,3,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,My organisation's software and systems,Feeling left out and/or isolated,Connectivity (internet connection),Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",Management discourages remote working,My organisation's software and systems,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Lack of motivation,My organisation's software and systems,My work-life balance,My on-the-job learning opportunities,My working relationships,Preparing for work and commuting,My working relationships,Preparing for work and commuting,My work-life balance,My on-the-job learning opportunities,My work-life balance,My on-the-job learning opportunities,Managing my personal commitments,My job satisfaction
107,1968,Male,Public Administration and Safety,Public Administration,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro,60%,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,70%,100% - I spent all of my time remote working,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,100% - All of my time,70%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,3,9,3,1,0.5,9,4,3,Connectivity (internet connection),Difficulty collaborating remotely,Connectivity (internet connection),Lack of motivation,Connectivity (internet connection),"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Connectivity (internet connection),"My living situation (e.g. location, home size, who I live with)",Cyber security,Lack of motivation,My organisation's software and systems,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","IT equipment (computer, printer, etc.)","My living situation (e.g. location, home size, who I live with)","IT equipment (computer, printer, etc.)","My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Cyber security,"My living situation (e.g. location, home size, who I live with)",Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",My work-life balance,My working relationships,Managing my personal commitments,My working relationships,Managing my family responsibilities,My working relationships,Managing my personal commitments,My opportunities to socialise,My work-life balance,My personal relationships,My personal relationships,My opportunities to socialise
108,1969,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro,80%,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,100% - All of my time,50% - About half of my time,Somewhat agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,5,8,2,2,1,8,4,3,Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",Cyber security,Connectivity (internet connection),I have tasks that can't be done remotely,My organisation's software and systems,Feeling left out and/or isolated,Lack of remote working skills,Cyber security,"IT equipment (computer, printer, etc.)",I have tasks that can't be done remotely,My organisation's software and systems,Difficulty collaborating remotely,Management discourages remote working,Management discourages remote working,My organisation's software and systems,Cyber security,Lack of remote working skills,Lack of motivation,My organisation's software and systems,Managing my family responsibilities,My working relationships,Managing my family responsibilities,My working relationships,My daily expenses,My working relationships,My work-life balance,My opportunities to socialise,My work-life balance,The number of hours  I work,My daily expenses,My personal relationships
109,1968,Male,"Transport, Postal and Warehousing",Water Transport,Sales ,Sales Representatives and Agents,Between 20 and 199,Yes,Couple with dependent children,Between 6 and 12 months,Metro,Less than 10% of my time,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,50% - About half of my time,90%,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,90%,70%,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,I知 10% less productive when working remotely,1,6,3,3,0.5,8,3,3,Connectivity (internet connection),Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Connectivity (internet connection),I have tasks that can't be done remotely,Connectivity (internet connection),"My living situation (e.g. location, home size, who I live with)",Difficulty collaborating remotely,Lack of motivation,I have tasks that can't be done remotely,Caring responsibilities,"My living situation (e.g. location, home size, who I live with)",Difficulty collaborating remotely,Lack of remote working skills,Lack of motivation,Cyber security,Lack of motivation,Cyber security,I have tasks that can't be done remotely,Managing my family responsibilities,My working relationships,Managing my family responsibilities,My working relationships,Managing my family responsibilities,My working relationships,My work-life balance,My opportunities to socialise,My work-life balance,My personal relationships,Managing my personal commitments,My opportunities to socialise
110,1990,Male,Accommodation and Food Services,Accommodation,Managers,"Hospitality, Retail and Service Managers",Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro,20%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,20%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,100% - All of my time,50% - About half of my time,Strongly agree,Strongly agree,Strongly agree,My productivity is about same when I work remotely,2,8,3,2,0.5,9,3,2,Difficulty collaborating remotely,Caring responsibilities,Feeling left out and/or isolated,Poor management,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Poor management,"My living situation (e.g. location, home size, who I live with)",Lack of remote working skills,Difficulty collaborating remotely,Caring responsibilities,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Caring responsibilities,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,"My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Management discourages remote working,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,My work-life balance,The number of hours  I work,My working relationships,My mental wellbeing,Preparing for work and commuting,My working relationships,My work-life balance,My mental wellbeing,My personal relationships,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing
111,1960,Male,Other Services,Personal and Other Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro,Rarely or never ,NA,NA,NA,NA,NA,NA,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Strongly agree,Strongly agree,Strongly agree,I知 50% more productive when working remotely (or more),2,4,4,5,2,7,4,6,Connectivity (internet connection),Difficulty collaborating remotely,Cyber security,Lack of motivation,Feeling left out and/or isolated,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","My living situation (e.g. location, home size, who I live with)",Lack of remote working skills,Difficulty collaborating remotely,Caring responsibilities,Difficulty collaborating remotely,I have tasks that can't be done remotely,"My living situation (e.g. location, home size, who I live with)",Lack of remote working skills,Caring responsibilities,I have tasks that can't be done remotely,Lack of motivation,Management discourages remote working,Lack of motivation,Management discourages remote working,Managing my family responsibilities,My work-life balance,My mental wellbeing,My opportunities to socialise,My working relationships,My personal relationships,The number of hours  I work,My mental wellbeing,My personal relationships,My job satisfaction,My daily expenses,My opportunities to socialise
112,1994,Female,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,No,Group household,Between 6 and 12 months,Metro,20%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,40%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,60%,40%,Somewhat agree,Somewhat agree,Somewhat agree,I知 30% more productive when working remotely,0.75,8,4,0,0,9,5,1,Difficulty collaborating remotely,"IT equipment (computer, printer, etc.)",Lack of motivation,Feeling left out and/or isolated,Connectivity (internet connection),Poor management,Poor management,"My living situation (e.g. location, home size, who I live with)",Difficulty collaborating remotely,Lack of motivation,Difficulty collaborating remotely,My organisation's software and systems,Management discourages remote working,Lack of remote working skills,Lack of remote working skills,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of motivation,Management discourages remote working,Lack of remote working skills,My working relationships,My on-the-job learning opportunities,Preparing for work and commuting,Managing my personal commitments,My job satisfaction,My daily expenses,Managing my personal commitments,My mental wellbeing,My on-the-job learning opportunities,My personal relationships,My daily expenses,My job satisfaction
113,1959,Male,Information Media and Telecommunications,Telecommunications Services,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with dependent children,More than 5 years,Metro,20%,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,30%,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,90%,40%,Somewhat agree,Somewhat agree,Somewhat agree,I知 10% less productive when working remotely,1.5,9,3,2,0.5,9,3,4,"IT equipment (computer, printer, etc.)",Caring responsibilities,Connectivity (internet connection),Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Feeling left out and/or isolated,"My living situation (e.g. location, home size, who I live with)",Management discourages remote working,"IT equipment (computer, printer, etc.)",Cyber security,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Caring responsibilities,"My living situation (e.g. location, home size, who I live with)",Caring responsibilities,"My living situation (e.g. location, home size, who I live with)",I have tasks that can't be done remotely,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Management discourages remote working,Lack of motivation,Management discourages remote working,My work-life balance,My working relationships,Preparing for work and commuting,My opportunities to socialise,Preparing for work and commuting,My working relationships,The number of hours  I work,My on-the-job learning opportunities,The number of hours  I work,My on-the-job learning opportunities,Managing my personal commitments,My job satisfaction
114,1990,Male,Arts and Recreation Services,Creative and Performing Arts Activities,Professionals,"Business, Human Resource and Marketing Professionals",Between 20 and 199,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,10%,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,50% - About half of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,50% - About half of my time,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,I知 30% more productive when working remotely,1,8,3,1,0,9,3,2,Feeling left out and/or isolated,Caring responsibilities,Poor management,Lack of motivation,Feeling left out and/or isolated,I have tasks that can't be done remotely,Management discourages remote working,Lack of remote working skills,Cyber security,Lack of motivation,Difficulty collaborating remotely,I have tasks that can't be done remotely,"IT equipment (computer, printer, etc.)",Lack of remote working skills,Management discourages remote working,Lack of motivation,My organisation's software and systems,Cyber security,Lack of remote working skills,Management discourages remote working,My work-life balance,My on-the-job learning opportunities,Managing my personal commitments,My opportunities to socialise,My daily expenses,My job satisfaction,My work-life balance,The number of hours  I work,My work-life balance,The number of hours  I work,Managing my personal commitments,My opportunities to socialise
115,1960,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat agree,Strongly agree,Somewhat agree,My productivity is about same when I work remotely,3,9,3,2,0.5,9,3,2,Poor management,Difficulty collaborating remotely,Poor management,Connectivity (internet connection),Poor management,My organisation's software and systems,Poor management,Connectivity (internet connection),Difficulty collaborating remotely,Cyber security,Difficulty collaborating remotely,I have tasks that can't be done remotely,Difficulty collaborating remotely,"My living situation (e.g. location, home size, who I live with)",Lack of remote working skills,Cyber security,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Cyber security,Management discourages remote working,My work-life balance,My on-the-job learning opportunities,Managing my family responsibilities,My opportunities to socialise,Managing my family responsibilities,My job satisfaction,Managing my personal commitments,My mental wellbeing,My work-life balance,My job satisfaction,Managing my personal commitments,My job satisfaction
116,1962,Male,Information Media and Telecommunications,Publishing (except Internet and Music Publishing),Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,60%,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,60%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,60%,60%,Strongly agree,Strongly agree,Strongly agree,I知 20% more productive when working remotely,3,8,2,1,1,8,4,1,Feeling left out and/or isolated,Caring responsibilities,Feeling left out and/or isolated,Lack of motivation,Feeling left out and/or isolated,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Feeling left out and/or isolated,"My living situation (e.g. location, home size, who I live with)",Lack of motivation,Lack of motivation,Difficulty collaborating remotely,My organisation's software and systems,Difficulty collaborating remotely,"My living situation (e.g. location, home size, who I live with)",Difficulty collaborating remotely,Lack of motivation,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Lack of remote working skills,My organisation's software and systems,My work-life balance,My working relationships,Managing my personal commitments,My mental wellbeing,Managing my family responsibilities,My job satisfaction,My on-the-job learning opportunities,My work-life balance,My job satisfaction,My work-life balance,Managing my personal commitments,My mental wellbeing
117,1972,Male,Education and Training,Tertiary Education,Professionals,Education Professionals,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,40%,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,I would not have preferred to work remotely ,Less than 10% of my time,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,I would not have preferred to work remotely ,I would prefer not to work remotely ,Somewhat disagree,Strongly agree,Somewhat agree,My productivity is about same when I work remotely,1.5,5,4,5,0,5,4,4,Feeling left out and/or isolated,"IT equipment (computer, printer, etc.)",Feeling left out and/or isolated,Cyber security,I have tasks that can't be done remotely,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Feeling left out and/or isolated,Management discourages remote working,Caring responsibilities,Lack of motivation,Caring responsibilities,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Caring responsibilities,Management discourages remote working,Management discourages remote working,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Lack of motivation,Management discourages remote working,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Preparing for work and commuting,My on-the-job learning opportunities,Managing my family responsibilities,My opportunities to socialise,Managing my family responsibilities,My working relationships,My work-life balance,My opportunities to socialise,My work-life balance,My on-the-job learning opportunities,Managing my personal commitments,My opportunities to socialise
118,1957,Male,Retail Trade,Other Store-Based Retailing,Professionals,"Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro,10%,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,40%,90%,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,60%,40%,Somewhat agree,Neither agree nor disagree,Somewhat agree,I知 20% more productive when working remotely,2,7,4,1,0.5,7,6,1,Feeling left out and/or isolated,Connectivity (internet connection),Feeling left out and/or isolated,Lack of motivation,Feeling left out and/or isolated,Connectivity (internet connection),Poor management,Connectivity (internet connection),Lack of motivation,Lack of motivation,"My workspace (e.g. suitable chair, lighting, noise levels, facilities)","IT equipment (computer, printer, etc.)","My living situation (e.g. location, home size, who I live with)","IT equipment (computer, printer, etc.)",Difficulty collaborating remotely,Lack of motivation,Lack of motivation,Lack of motivation,Lack of motivation,"My living situation (e.g. location, home size, who I live with)",Preparing for work and commuting,My on-the-job learning opportunities,Managing my personal commitments,My working relationships,Preparing for work and commuting,My working relationships,Managing my personal commitments,My mental wellbeing,The number of hours  I work,My on-the-job learning opportunities,Managing my personal commitments,My mental wellbeing
